name,age,gender,year,course,sleeping_time,wake_time,study_hours_per_day,diet,cleanliness,noise_tolerance,guest_freq,introvert_extrovert,study_time,friends_in_room
Ranjeeta Shrivastav,19,Female,1st year,Chemistry,10:30 PM,5:00 AM,5,nonveg,3,4,sometimes,3,morning,Yes
Chhavi Solanki,19,Female,2nd year,Psychology,12:00 AM,7:00 AM,4,nonveg,3,2,never,1,afternoon,No
Varenyam Souza,21,Male,4th year,Electrical Engineering,1:00 AM,8:30 AM,1,nonveg,2,4,sometimes,4,night,Yes
Babitarani Jain,21,Male,3rd year,Mathematics,11:00 PM,6:30 AM,6,veg,2,1,never,2,morning,No
Love Grover,20,Male,3rd year,Electrical Engineering,9:30 PM,6:00 AM,6,nonveg,4,2,never,1,morning,No
Aayushi Chaurasiya,18,Male,1st year,Electrical Engineering,12:30 AM,9:00 AM,3,no_pref,3,3,often,4,afternoon,Yes
Hemlata Banothu,18,Male,1st year,Computer Science,12:00 AM,9:30 AM,6,veg,3,2,never,2,afternoon,No
Deepa Giri,17,Female,1st year,Psychology,10:00 PM,7:00 AM,7,nonveg,3,2,never,1,morning,No
Anmol Sehgal,20,Female,3rd year,Psychology,10:30 PM,6:00 AM,6,veg,2,4,often,3,morning,Yes
Sonal Gomashe,19,Male,2nd year,Business Administration,11:30 PM,7:30 AM,1,nonveg,3,5,sometimes,5,afternoon,Yes
Divyanshika Tibrewal,20,Female,2nd year,Computer Science,10:30 PM,6:00 AM,5,nonveg,5,3,never,3,afternoon,No
Rekha Ashraf,20,Female,3rd year,Biology,12:00 AM,9:00 AM,1,nonveg,3,5,often,5,night,Yes
Tanay Shukla,20,Male,4th year,Computer Science,1:00 AM,8:30 AM,4,nonveg,5,2,sometimes,1,afternoon,No
Khalid Poddar,20,Male,4th year,Business Administration,10:30 PM,6:00 AM,5,eggetarian,3,4,often,5,afternoon,Yes
Akshit Chaurasia,18,Male,1st year,Chemistry,11:30 PM,7:00 AM,1,veg,2,4,sometimes,4,afternoon,Yes
Bhavesh Wathore,20,Male,2nd year,Mathematics,10:00 PM,5:30 AM,6,nonveg,3,2,never,2,morning,No
Shikha Dasila,18,Female,2nd year,Chemistry,12:00 AM,6:30 AM,2,nonveg,4,3,often,5,night,Yes
Anushi Sinha,21,Female,4th year,Mathematics,12:30 AM,6:30 AM,3,nonveg,3,3,never,3,afternoon,No
Yusuf Virani,21,Female,4th year,Computer Science,4:00 AM,11:00 AM,6,nonveg,4,1,sometimes,1,night,No
Kunal Azhar,20,Female,3rd year,Chemistry,3:00 AM,10:30 AM,6,veg,4,3,sometimes,3,night,Yes
Ankush Bhriguvanshi,21,Female,4th year,Chemistry,1:30 AM,8:30 AM,5,veg,3,4,sometimes,3,night,No
Yukti Saraf,19,Non-binary,2nd year,Chemistry,11:00 PM,6:30 AM,7,nonveg,3,3,never,1,morning,No
Vandita Mangla,21,Female,4th year,Electrical Engineering,10:00 PM,5:30 AM,6,veg,4,2,sometimes,2,afternoon,Yes
Manaswini Jha,21,Male,4th year,Electrical Engineering,3:00 AM,10:30 AM,3,no_pref,3,3,often,4,night,No
Manali Arora,19,Male,2nd year,Mechanical Engineering,11:00 PM,6:30 AM,4,veg,3,3,sometimes,3,afternoon,Yes
Aashish Afsar,21,Female,4th year,Psychology,12:30 AM,8:30 AM,6,nonveg,3,3,never,2,night,No
Vaibhav Kavi,20,Male,3rd year,Chemistry,10:00 PM,5:00 AM,3,nonveg,3,4,often,3,afternoon,Yes
Harshini Gurjar,20,Female,3rd year,Mathematics,10:00 PM,6:00 AM,4,nonveg,3,3,never,3,morning,No
Arnav Kanchapu,20,Female,3rd year,Psychology,11:00 PM,6:00 AM,5,veg,2,2,often,3,afternoon,Yes
Arsalan Deshmukh,20,Male,3rd year,Computer Science,12:30 AM,7:30 AM,7,nonveg,3,1,sometimes,2,night,No
Ramandeep Talwar,19,Female,2nd year,Computer Science,11:00 PM,6:00 AM,5,veg,3,2,never,1,morning,No
Pranjal Rawat,20,Female,3rd year,Mechanical Engineering,10:30 PM,5:30 AM,3,nonveg,3,3,sometimes,5,afternoon,No
Priyakanta Pandey,19,Female,1st year,Chemistry,11:30 PM,7:00 AM,3,nonveg,3,3,sometimes,3,afternoon,Yes
Kunal Prasad,20,Male,3rd year,Biology,10:30 PM,6:30 AM,5,veg,1,3,sometimes,3,afternoon,No
Avinash Jaitley,21,Female,4th year,Mechanical Engineering,12:30 AM,9:30 AM,2,nonveg,4,3,sometimes,4,afternoon,Yes
Shakkil Nath,21,Non-binary,4th year,Biology,12:30 AM,8:00 AM,4,nonveg,4,2,never,3,afternoon,No
Tulshidas Dutt,20,Female,3rd year,Mathematics,1:30 AM,8:30 AM,6,veg,4,2,sometimes,3,night,No
Ashit Sivan,21,Male,4th year,Electrical Engineering,2:30 AM,9:30 AM,7,veg,4,2,never,2,night,No
Bhanu Kidwai,19,Male,3rd year,Business Administration,2:30 AM,11:00 AM,6,veg,3,2,sometimes,3,night,No
Mamta Chowdhury,18,Male,1st year,Mechanical Engineering,11:00 PM,7:00 AM,6,veg,2,2,never,2,morning,No
Meenal Dwevedi,18,Female,1st year,Chemistry,2:00 AM,10:30 AM,4,nonveg,3,1,sometimes,2,night,No
Hartesh Subbapati,21,Female,3rd year,Chemistry,12:30 AM,9:30 AM,1,nonveg,2,4,often,4,night,No
Soudeep Raman,20,Female,3rd year,Psychology,11:00 PM,6:30 AM,7,veg,5,2,never,2,morning,No
Riya Nischal,17,Male,1st year,Mechanical Engineering,12:00 AM,8:30 AM,4,veg,4,4,never,2,afternoon,No
Raksha Barnwal,19,Female,2nd year,English Literature,10:30 PM,7:00 AM,6,nonveg,3,2,sometimes,3,morning,No
Sangeeth Wanve,20,Male,2nd year,Electrical Engineering,2:00 AM,8:00 AM,3,nonveg,4,5,often,4,night,Yes
Kaushambi Bhushan,19,Male,3rd year,Business Administration,1:00 AM,8:00 AM,2,nonveg,4,3,sometimes,4,night,Yes
Nitin Pundir,21,Female,4th year,Chemistry,10:30 PM,7:30 AM,3,veg,4,4,never,3,afternoon,No
Nitya Gehlot,22,Male,4th year,Electrical Engineering,11:00 PM,6:00 AM,5,nonveg,5,2,sometimes,3,afternoon,No
Akansha Shrivas,18,Male,1st year,Business Administration,11:00 PM,8:30 AM,3,veg,5,4,often,4,afternoon,Yes
Aparsha Kushalappa,17,Female,1st year,Electrical Engineering,1:00 AM,9:30 AM,3,nonveg,3,4,sometimes,5,night,Yes
Soumya Mishra,20,Female,3rd year,Biology,1:00 AM,9:30 AM,4,veg,2,2,never,2,afternoon,No
Aadil Rehman,20,Male,3rd year,Electrical Engineering,12:30 AM,8:30 AM,1,nonveg,2,5,often,5,night,Yes
Nainika Sachan,19,Male,2nd year,Mechanical Engineering,1:30 AM,9:00 AM,6,veg,4,3,sometimes,2,night,No
Aayushi Fatima,20,Female,3rd year,Mechanical Engineering,10:30 PM,5:30 AM,6,nonveg,2,3,never,2,morning,No
Prajjwal Goel,20,Male,4th year,Business Administration,3:00 AM,11:00 AM,4,veg,3,4,sometimes,4,night,No
Gurjot Waybhase,20,Male,3rd year,Biology,1:30 AM,8:30 AM,5,vegan,4,3,sometimes,3,night,Yes
Anoop Theratipally,20,Male,3rd year,Electrical Engineering,12:00 AM,8:00 AM,6,nonveg,5,2,never,2,afternoon,No
Anurag Varma,21,Female,4th year,Electrical Engineering,1:00 AM,9:00 AM,7,nonveg,4,1,never,1,night,No
Vishal Mishra,21,Male,4th year,Electrical Engineering,2:00 AM,9:00 AM,5,nonveg,2,4,sometimes,3,night,No
Harshita Ahmed,18,Male,1st year,Electrical Engineering,3:00 AM,10:00 AM,1,nonveg,3,2,sometimes,3,night,No
Manvendra Tomar,19,Non-binary,3rd year,Biology,1:30 AM,9:00 AM,3,nonveg,3,4,often,4,night,Yes
Nargis Shenoy,18,Female,1st year,Biology,1:00 AM,8:30 AM,5,nonveg,1,2,sometimes,1,afternoon,No
Mamta Bindal,20,Male,3rd year,Electrical Engineering,11:00 PM,5:30 AM,5,veg,3,1,sometimes,2,morning,No
Dhruva Awasthi,19,Female,2nd year,English Literature,12:30 AM,7:30 AM,1,veg,4,5,often,4,night,Yes
Sreelakshmi Kotturu,21,Male,4th year,Mechanical Engineering,9:30 PM,5:30 AM,4,nonveg,3,3,sometimes,2,morning,Yes
Arunima Adhya,22,Non-binary,4th year,Mathematics,11:30 PM,6:00 AM,3,nonveg,4,3,sometimes,3,afternoon,No
Tanish Magdum,21,Female,4th year,Chemistry,12:00 AM,8:30 AM,5,nonveg,3,4,sometimes,4,night,Yes
Kaushiki Baranwal,18,Female,1st year,Biology,10:30 PM,7:30 AM,3,nonveg,3,4,sometimes,4,morning,No
Haider Rao,18,Female,1st year,Psychology,11:00 PM,8:00 AM,8,nonveg,4,1,never,2,afternoon,No
Uttam Sonker,19,Female,2nd year,Chemistry,1:30 AM,8:30 AM,3,nonveg,4,5,sometimes,4,night,Yes
Sangeeth Jushantan,21,Female,4th year,Biology,2:00 AM,8:30 AM,4,vegan,4,1,never,1,night,No
Kavya Surabhi,19,Non-binary,2nd year,Psychology,11:00 PM,7:00 AM,7,veg,4,1,never,2,morning,No
Miren Sonker,21,Female,4th year,Electrical Engineering,11:30 PM,8:00 AM,5,nonveg,2,2,sometimes,3,morning,Yes
Adarsh Athar,18,Male,1st year,Mechanical Engineering,1:00 AM,9:00 AM,5,eggetarian,3,3,sometimes,3,night,Yes
Pawan Navas,18,Male,1st year,Electrical Engineering,11:30 PM,6:00 AM,2,nonveg,3,3,sometimes,4,afternoon,Yes
Nishu Bhaskar,22,Female,4th year,Psychology,10:30 PM,6:00 AM,3,nonveg,3,5,sometimes,4,morning,Yes
Nidhi Kasaudhan,18,Female,1st year,Chemistry,11:30 PM,7:00 AM,6,no_pref,4,3,never,1,morning,No
Manish Meharda,20,Non-binary,3rd year,Biology,12:30 AM,7:30 AM,5,eggetarian,3,4,sometimes,4,night,No
Nihal Lamba,19,Male,2nd year,English Literature,3:00 AM,11:00 AM,5,nonveg,4,3,sometimes,3,night,Yes
Yashwant Motwani,21,Male,4th year,Computer Science,10:30 PM,5:30 AM,7,no_pref,4,3,never,2,morning,Yes
Brajesh Shokeen,19,Male,2nd year,Electrical Engineering,1:30 AM,9:30 AM,3,nonveg,3,2,never,1,night,No
Abhaysinha Ahmad,20,Male,3rd year,Biology,11:00 PM,6:00 AM,2,nonveg,3,2,sometimes,3,morning,Yes
Satendra Arif,19,Male,3rd year,Mechanical Engineering,10:30 PM,7:00 AM,3,nonveg,4,2,never,3,afternoon,No
Aayush Varshney,19,Male,1st year,Mathematics,11:30 PM,8:00 AM,5,nonveg,4,4,sometimes,3,afternoon,Yes
Pragya Gadge,20,Male,3rd year,Mechanical Engineering,11:00 PM,4:30 AM,3,veg,3,2,never,3,afternoon,No
Aakash Bharadwaj,21,Male,4th year,English Literature,12:30 AM,8:30 AM,1,nonveg,4,3,sometimes,5,night,Yes
Jenamani Sasanka,20,Female,3rd year,Biology,11:30 PM,6:00 AM,5,nonveg,4,2,sometimes,1,afternoon,No
Ajeet Quraishi,19,Female,2nd year,Business Administration,10:00 PM,6:30 AM,2,veg,3,3,sometimes,5,afternoon,No
Jahnavi Barman,21,Female,4th year,English Literature,1:00 AM,8:30 AM,1,veg,3,3,often,5,night,No
Vikash Gaur,21,Male,4th year,Chemistry,1:30 AM,8:30 AM,5,nonveg,5,3,sometimes,3,night,No
Snehal Narala,20,Male,3rd year,Mechanical Engineering,1:30 AM,8:00 AM,5,veg,4,2,never,1,night,No
Sriansh Prasad,20,Female,3rd year,Chemistry,2:00 AM,10:00 AM,6,nonveg,3,1,never,1,night,No
Navodit Panesar,18,Female,1st year,Psychology,12:00 AM,8:00 AM,3,veg,3,4,sometimes,4,afternoon,Yes
Sarath Kisshan,20,Female,3rd year,English Literature,11:00 PM,8:00 AM,5,nonveg,4,2,often,3,afternoon,Yes
Nemi Jafri,20,Female,3rd year,Computer Science,10:30 PM,5:00 AM,5,veg,4,3,sometimes,2,morning,No
Ananya Rasheed,18,Female,1st year,Mechanical Engineering,2:30 AM,11:00 AM,6,veg,2,2,never,2,night,No
Ujjwal Bais,19,Male,2nd year,Mathematics,11:30 PM,7:30 AM,7,nonveg,4,1,never,1,afternoon,No
Purvi Durgavanshi,19,Female,2nd year,Biology,11:00 PM,6:00 AM,4,nonveg,2,1,sometimes,5,afternoon,Yes
Kori Gautam,18,Male,1st year,Mathematics,12:00 AM,7:00 AM,1,no_pref,4,5,often,4,afternoon,Yes
Maanvi Shrivastava,18,Male,1st year,Computer Science,10:30 PM,5:00 AM,7,veg,4,1,never,2,morning,No
Varun Uppal,19,Male,2nd year,Mechanical Engineering,12:30 AM,7:30 AM,2,veg,3,3,often,4,afternoon,Yes
Shipra Aftab,18,Male,2nd year,English Literature,3:00 AM,10:30 AM,5,nonveg,3,1,never,2,night,No
Ronit Gujrati,19,Non-binary,2nd year,English Literature,11:00 PM,6:00 AM,4,veg,3,4,never,3,morning,Yes
Seshikanth Vaish,18,Male,1st year,Mathematics,11:30 PM,7:00 AM,7,no_pref,3,4,never,2,afternoon,Yes
Ranjeeta Siddiqui,19,Female,2nd year,Business Administration,12:00 AM,7:00 AM,5,nonveg,3,1,never,2,afternoon,No
Kapil Belide,19,Male,2nd year,Psychology,1:00 AM,8:00 AM,3,nonveg,4,3,sometimes,3,afternoon,Yes
Toshit Nandakumar,19,Male,2nd year,Electrical Engineering,11:00 PM,7:30 AM,3,nonveg,2,3,sometimes,3,morning,Yes
Taramla Barai,18,Non-binary,1st year,Computer Science,10:30 PM,5:30 AM,6,nonveg,2,4,sometimes,1,morning,Yes
Balbir Pal,19,Female,2nd year,Mathematics,10:30 PM,7:00 AM,7,nonveg,4,2,never,1,morning,No
Soubhagya Mustafa,18,Female,1st year,English Literature,10:00 PM,5:30 AM,5,veg,3,1,never,2,morning,No
Madhusudan Dhamane,19,Female,2nd year,Electrical Engineering,9:30 PM,4:30 AM,5,veg,2,1,often,2,morning,Yes
Abbas Nischal,21,Female,4th year,Biology,2:30 AM,10:30 AM,5,eggetarian,3,2,sometimes,3,night,Yes
Suman Wanve,21,Non-binary,4th year,Computer Science,10:30 PM,6:00 AM,2,nonveg,4,4,often,5,afternoon,Yes
Avinash Bhadouriya,18,Male,1st year,Mechanical Engineering,12:30 AM,8:00 AM,3,nonveg,1,2,sometimes,3,night,No
Priyamvada Israni,20,Female,3rd year,Psychology,12:30 AM,8:30 AM,2,eggetarian,3,5,often,5,night,Yes
Gundeep Hasija,19,Male,2nd year,Mechanical Engineering,11:30 PM,8:30 AM,6,veg,3,2,never,1,afternoon,No
Alka Bhadouriya,19,Male,2nd year,Computer Science,1:30 AM,9:00 AM,2,nonveg,3,4,never,3,night,No
Aryaman Sarma,20,Male,4th year,English Literature,12:00 AM,7:30 AM,1,veg,5,2,often,4,night,No
Abdur Chandel,20,Male,4th year,Psychology,9:30 PM,4:30 AM,3,eggetarian,2,3,often,5,afternoon,Yes
Snigdha Mittal,19,Female,2nd year,Biology,10:30 PM,5:30 AM,5,nonveg,2,1,never,2,morning,No
Khanak Sawlani,18,Male,1st year,Biology,12:30 AM,8:30 AM,4,nonveg,4,2,sometimes,3,night,Yes
Durga Misra,19,Male,3rd year,Chemistry,2:30 AM,10:00 AM,3,veg,3,4,never,4,night,No
Ajeet Francis,20,Male,3rd year,Electrical Engineering,10:30 PM,6:30 AM,3,nonveg,2,3,never,3,morning,No
Arpit Ahmed,19,Non-binary,2nd year,Business Administration,11:00 PM,7:00 AM,1,veg,2,2,sometimes,3,afternoon,Yes
Neha Kasaudhan,19,Female,2nd year,Chemistry,11:00 PM,7:30 AM,4,nonveg,3,3,sometimes,3,afternoon,No
Ankit Chavan,23,Male,4th year,Business Administration,3:30 AM,10:30 AM,6,nonveg,4,3,sometimes,1,night,Yes
Viraj Tejaswini,21,Male,4th year,Electrical Engineering,11:30 PM,7:00 AM,6,nonveg,4,2,sometimes,3,afternoon,No
Anjana Taneja,19,Female,2nd year,Mechanical Engineering,11:00 PM,7:30 AM,5,no_pref,3,3,sometimes,3,afternoon,Yes
Talin Bistagond,18,Male,1st year,Electrical Engineering,2:00 AM,8:30 AM,2,veg,3,4,sometimes,4,night,Yes
Meet Kancharla,18,Male,2nd year,Biology,11:00 PM,6:30 AM,6,veg,3,2,sometimes,2,morning,No
Padum Pawar,18,Male,1st year,Electrical Engineering,12:00 AM,7:30 AM,5,no_pref,3,3,never,5,afternoon,No
Arshad Arora,19,Female,2nd year,English Literature,11:00 PM,6:30 AM,8,nonveg,3,2,never,2,morning,No
Sameer Maurya,19,Male,2nd year,Chemistry,1:00 AM,7:30 AM,4,veg,3,3,never,3,night,No
Ankurjeet Nag,21,Female,4th year,Mechanical Engineering,10:30 PM,5:30 AM,6,veg,3,3,sometimes,3,afternoon,No
Ram Dagade,20,Male,3rd year,Computer Science,1:00 AM,9:00 AM,3,veg,3,3,sometimes,3,night,Yes
Jenamani Anjum,20,Female,3rd year,Chemistry,11:30 PM,6:30 AM,6,nonveg,2,3,never,2,afternoon,No
Venkata Shaji,20,Female,3rd year,Mathematics,11:30 PM,7:00 AM,5,veg,4,3,never,1,afternoon,No
Rupal Mukherjee,18,Female,2nd year,Business Administration,11:00 PM,6:30 AM,4,veg,3,2,sometimes,1,afternoon,No
Utsav Warsi,19,Male,3rd year,Chemistry,2:30 AM,11:00 AM,8,nonveg,4,1,sometimes,1,night,Yes
Jeevan Mukherjee,21,Male,4th year,Psychology,10:30 PM,6:00 AM,4,nonveg,3,3,often,3,afternoon,Yes
Purnima Fatima,18,Male,2nd year,Mechanical Engineering,10:30 PM,6:00 AM,5,nonveg,2,3,sometimes,3,morning,Yes
Kalpana Patil,20,Male,3rd year,Mechanical Engineering,2:30 AM,11:00 AM,5,nonveg,3,3,never,1,night,No
Aishwarya Khobragade,19,Female,1st year,Psychology,12:00 AM,9:00 AM,4,veg,3,3,never,3,afternoon,No
Chirag Kumar,19,Male,2nd year,Electrical Engineering,1:00 AM,8:30 AM,5,veg,5,2,sometimes,2,night,No
Siddhi Sarraf,19,Male,2nd year,Business Administration,10:30 PM,6:30 AM,5,nonveg,3,3,sometimes,3,morning,Yes
Sandhya Sengar,21,Non-binary,4th year,Chemistry,10:30 PM,5:00 AM,4,nonveg,4,4,sometimes,5,morning,No
Sanjana Vikram,19,Female,2nd year,Electrical Engineering,3:00 AM,10:30 AM,4,nonveg,4,2,sometimes,3,night,Yes
Sangeeth Narala,21,Male,3rd year,Chemistry,1:30 AM,8:30 AM,4,nonveg,3,3,often,5,night,Yes
Sairam Maheshwari,17,Male,1st year,English Literature,10:30 PM,5:30 AM,6,no_pref,3,3,never,2,morning,No
Anubhuti Lockwani,19,Female,2nd year,Biology,12:30 AM,9:00 AM,2,veg,2,3,often,5,night,Yes
Suryakant Guha,20,Male,3rd year,Electrical Engineering,1:30 AM,9:30 AM,3,nonveg,3,2,sometimes,2,afternoon,No
Suyash Gangwal,20,Male,3rd year,Psychology,10:00 PM,4:30 AM,6,nonveg,2,1,never,2,morning,No
Meenu Shingh,18,Male,1st year,Chemistry,2:00 AM,9:30 AM,1,eggetarian,3,5,often,4,night,Yes
Prabhu Maheshwari,18,Female,1st year,Mechanical Engineering,10:30 PM,5:30 AM,1,veg,4,4,often,5,night,Yes
Hershit Malwan,18,Non-binary,1st year,Computer Science,10:00 PM,5:00 AM,4,nonveg,5,3,sometimes,3,morning,No
Sunish Meharda,21,Non-binary,4th year,Electrical Engineering,11:30 PM,8:30 AM,5,nonveg,4,4,often,3,morning,Yes
Varun Yamala,22,Female,4th year,Mathematics,1:00 AM,8:00 AM,4,veg,3,2,sometimes,1,night,No
Wasil Shivastava,20,Male,2nd year,Computer Science,2:30 AM,11:30 AM,5,nonveg,2,3,never,2,night,No
Angad Tewary,19,Male,2nd year,Biology,10:00 PM,5:30 AM,4,eggetarian,3,4,sometimes,3,afternoon,No
Tanveer Gurjar,21,Male,3rd year,Mathematics,1:30 AM,9:30 AM,4,nonveg,3,3,often,4,night,Yes
Shreya Rathore,19,Female,2nd year,Chemistry,3:00 AM,10:30 AM,2,veg,4,4,sometimes,3,night,No
Alka Lalchandani,18,Female,1st year,Biology,10:30 PM,6:00 AM,3,nonveg,4,2,sometimes,3,morning,No
Subash Anam,20,Male,3rd year,Psychology,11:00 PM,8:00 AM,7,nonveg,3,1,never,1,afternoon,No
Shahid Suresh,19,Male,2nd year,Electrical Engineering,11:00 PM,7:00 AM,5,nonveg,3,3,often,3,afternoon,Yes
Rupeshwary Meharda,20,Female,2nd year,English Literature,10:30 PM,6:00 AM,4,nonveg,4,1,sometimes,3,morning,No
Aruba Nayak,21,Female,4th year,English Literature,12:00 AM,7:30 AM,6,nonveg,3,2,never,3,night,No
Alina Srivastav,19,Male,2nd year,Mechanical Engineering,11:30 PM,7:00 AM,3,nonveg,3,3,sometimes,3,morning,Yes
Rupinder Barnawal,20,Female,3rd year,Computer Science,10:00 PM,4:30 AM,4,eggetarian,3,2,often,3,afternoon,Yes
Satwik Ali,20,Male,3rd year,Mechanical Engineering,3:30 AM,11:00 AM,3,nonveg,3,4,sometimes,4,night,Yes
Antara Nandakumar,19,Male,1st year,Computer Science,11:00 PM,6:30 AM,2,nonveg,4,3,sometimes,4,morning,No
Satwik Hansdah,21,Female,4th year,Psychology,12:00 AM,7:00 AM,4,veg,4,4,sometimes,4,afternoon,Yes
Satwik Tekchandani,20,Female,3rd year,Psychology,1:00 AM,7:30 AM,4,nonveg,3,3,sometimes,3,afternoon,Yes
Shailendra Chaubey,18,Male,2nd year,Mathematics,11:00 PM,6:30 AM,6,veg,2,1,sometimes,1,morning,No
Garvit Chawla,20,Female,3rd year,Mathematics,11:30 PM,7:00 AM,6,veg,2,3,never,1,morning,No
Pratham Priya,20,Female,3rd year,Psychology,10:30 PM,5:30 AM,5,eggetarian,4,2,never,1,morning,No
Abhay Dasila,18,Female,1st year,Mathematics,11:30 PM,6:00 AM,2,nonveg,3,4,sometimes,3,afternoon,Yes
Munthala Samdharshni,21,Female,4th year,Chemistry,11:30 PM,8:00 AM,4,no_pref,3,2,sometimes,1,morning,No
Sayeed Ahuja,21,Female,3rd year,English Literature,12:00 AM,8:30 AM,6,no_pref,3,2,never,2,afternoon,No
Vertika Chechani,19,Female,2nd year,Psychology,11:00 PM,5:00 AM,3,veg,3,2,sometimes,3,afternoon,Yes
Paakhi Macharla,18,Non-binary,1st year,Electrical Engineering,1:00 AM,8:00 AM,6,veg,2,1,never,2,night,No
Nishchay Gudepu,19,Female,2nd year,Biology,10:30 PM,6:00 AM,5,veg,2,2,never,2,morning,No
Neeraj Anupama,19,Male,1st year,Biology,2:30 AM,9:00 AM,6,nonveg,5,2,sometimes,1,night,No
Sejal Sasanka,21,Male,4th year,Computer Science,11:30 PM,8:00 AM,4,nonveg,5,4,sometimes,3,afternoon,No
Mayur Khatoon,18,Male,1st year,Chemistry,10:30 PM,7:00 AM,8,nonveg,5,3,never,1,morning,No
Neenu Parul,20,Non-binary,3rd year,Mechanical Engineering,11:00 PM,7:30 AM,2,veg,3,3,sometimes,3,afternoon,Yes
Sneha Parween,19,Male,2nd year,Mathematics,12:00 AM,8:00 AM,2,nonveg,4,4,sometimes,5,afternoon,No
Kaushik Roy,21,Female,4th year,Mathematics,12:00 AM,7:30 AM,6,veg,4,2,sometimes,2,night,No
Joy Haokip,19,Female,2nd year,Electrical Engineering,10:30 PM,6:30 AM,6,veg,3,1,sometimes,2,morning,No
Neetika Solanki,21,Male,4th year,Psychology,2:30 AM,9:30 AM,4,no_pref,4,4,sometimes,4,night,Yes
Kishor Jamloki,20,Female,3rd year,Chemistry,9:30 PM,5:00 AM,1,nonveg,2,5,sometimes,4,morning,Yes
Tanay Shahid,18,Female,1st year,Business Administration,12:00 AM,7:30 AM,1,veg,4,3,sometimes,5,afternoon,Yes
Sarvesh Karkhele,20,Male,4th year,Computer Science,10:00 PM,5:00 AM,5,nonveg,4,2,never,1,morning,No
Aditya Suchi,20,Female,4th year,Biology,10:30 PM,7:00 AM,3,veg,4,2,sometimes,3,morning,Yes
Yash Chouhan,17,Male,1st year,Electrical Engineering,2:30 AM,10:00 AM,3,eggetarian,4,1,never,2,night,No
Suramya Sen,19,Female,2nd year,Psychology,1:00 AM,8:00 AM,4,veg,3,1,never,3,afternoon,No
Vigneshwaran Maurya,21,Male,4th year,Psychology,10:30 PM,5:30 AM,5,veg,3,1,sometimes,2,morning,Yes
Wasil Rathore,21,Female,3rd year,Psychology,11:00 PM,6:30 AM,5,nonveg,3,4,sometimes,3,morning,Yes
Rampratap Bhadauria,20,Female,3rd year,Biology,10:30 PM,5:30 AM,3,veg,4,3,sometimes,5,afternoon,No
Nishant Ranjan,21,Male,4th year,Mathematics,11:30 PM,6:30 AM,7,nonveg,3,2,never,1,night,No
Dhananjay Behuria,19,Male,2nd year,Computer Science,10:30 PM,5:30 AM,4,veg,3,3,sometimes,3,morning,No
Amish Durgavanshi,18,Male,1st year,Psychology,11:00 PM,6:30 AM,6,vegan,1,2,sometimes,2,morning,No
Husain Maddeshiya,19,Male,2nd year,Computer Science,11:00 PM,6:00 AM,6,veg,4,3,sometimes,2,morning,No
Snigdha Jajoo,21,Male,4th year,Mechanical Engineering,2:30 AM,10:30 AM,4,veg,2,2,often,3,night,Yes
Asmita Lamba,20,Female,3rd year,Biology,10:30 PM,6:00 AM,3,nonveg,4,3,often,5,morning,Yes
Ekta Sasidharan,20,Non-binary,3rd year,Mechanical Engineering,11:30 PM,6:30 AM,5,veg,3,2,sometimes,1,morning,No
Utpal Gakhar,21,Female,4th year,Psychology,10:00 PM,6:00 AM,5,veg,4,3,never,1,morning,No
Pankaj Priya,20,Male,3rd year,Psychology,2:30 AM,10:30 AM,6,nonveg,4,3,often,3,night,Yes
Gaush Shokeen,19,Non-binary,3rd year,Electrical Engineering,12:00 AM,8:00 AM,3,nonveg,3,4,sometimes,4,night,Yes
Abuzar Dwivedi,18,Female,1st year,Biology,11:00 PM,6:30 AM,6,nonveg,3,2,never,2,afternoon,No
Prajjwal Aggarwal,21,Female,4th year,Biology,10:30 PM,5:30 AM,6,no_pref,4,3,never,2,morning,No
Saloni Sarath,20,Female,3rd year,English Literature,1:00 AM,8:30 AM,2,nonveg,3,5,often,4,night,Yes
Areeba Kothari,18,Male,1st year,Business Administration,11:00 PM,7:00 AM,2,nonveg,2,4,sometimes,4,morning,Yes
Shivam Bhadauria,19,Non-binary,2nd year,Business Administration,11:00 PM,6:30 AM,3,nonveg,3,4,sometimes,4,morning,Yes
Riya Narala,20,Female,3rd year,Business Administration,2:30 AM,9:00 AM,2,nonveg,2,4,never,3,night,No
Mandeep Singam,20,Female,3rd year,Biology,1:30 AM,9:00 AM,6,nonveg,3,1,never,1,night,No
Shubhi Durgavansh,19,Male,2nd year,Computer Science,10:30 PM,7:00 AM,7,veg,2,2,never,2,morning,No
Yatharth Garg,21,Female,4th year,Psychology,11:00 PM,6:30 AM,3,no_pref,3,5,never,4,afternoon,No
Divyansh Goswami,21,Male,4th year,Biology,11:00 PM,4:30 AM,7,veg,3,2,never,1,morning,No
Iskand Chary,19,Female,2nd year,Business Administration,11:00 PM,6:30 AM,1,veg,2,4,sometimes,5,afternoon,Yes
Suyash Nandakumar,21,Male,4th year,Computer Science,2:00 AM,9:30 AM,3,nonveg,3,4,never,3,night,No
Rohith Malekar,19,Male,2nd year,Mechanical Engineering,10:30 PM,6:00 AM,5,veg,4,4,sometimes,3,morning,Yes
Vasundhara Jamloki,18,Female,1st year,Biology,12:00 AM,7:30 AM,7,nonveg,5,2,never,2,afternoon,No
