name,study_hours_per_day,cleanliness,noise_tolerance,introvert_extrovert,year,guest_freq,gender_Female,gender_Male,gender_Non-binary,diet_eggetarian,diet_no_pref,diet_nonveg,diet_veg,diet_vegan,study_time_afternoon,study_time_morning,study_time_night,sleep_sin,sleep_cos
Kalpana Ali,0.2222,1.5,1.125,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Stalin Gite,0.2222,1.5,1.125,1.0,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Shubhangi Alam,0.2222,1.0,1.5,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Angad Tiwari,0.4444,1.5,0.0,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,-0.2349,1.7846
Prassanna Kisshan,0.3333,1.0,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Shreyans Adhaulia,0.1111,1.0,0.75,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Saddam Shoaib,0.0,1.5,1.5,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Sejal Bhatnagar,0.3333,0.5,1.125,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Vidya Rehman,0.2222,0.5,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Subodh Sood,0.2222,1.0,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.2349,1.7846
Jahanvi Banothu,0.1111,1.0,1.125,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Simaran Govil,0.3333,2.0,0.75,0.5,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Amarnath Middinti,0.5556,1.5,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Naini Sanwal,0.5556,1.0,0.375,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Soumyadeep Suchi,0.5556,2.0,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Kashish Suresh,0.1111,1.0,0.75,0.75,1.0,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Prabhakar Sinha,0.3333,1.5,0.375,0.5,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Saurabh Panesar,0.2222,1.0,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Neeraj Meharda,0.4444,1.5,1.125,1.0,0.0,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Manas Nath,0.4444,0.5,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Apratim Siddiqui,0.4444,1.0,0.375,0.25,1.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Stalin Dohrey,0.4444,1.5,1.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Anikrishna Mukhopadhyay,0.1111,0.0,0.75,0.75,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Manshi Nasreen,0.2222,0.5,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Manaswini Sarma,0.2222,1.5,0.75,0.5,0.6667,1.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Anand Gite,0.0,1.5,0.75,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,-0.6888,1.663
Aakanksha Pereddy,0.6667,1.0,0.375,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ram Agarwal,0.5556,0.0,0.75,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Namrata Bhatt,0.1111,1.0,0.375,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Pragun Srivastav,0.3333,1.0,1.125,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Ajith Keshri,0.4444,1.0,0.375,0.25,1.0,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Sahil Verma,0.4444,1.5,0.375,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Utsav Guduri,0.3333,1.5,0.375,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Aadil Manchikanti,0.5556,1.5,0.75,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Rajat Deshmukh,0.3333,1.5,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Shrinivas Warsi,0.1111,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Shubhendu Kushalappa,0.5556,1.5,0.75,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Susheel Durgavansh,0.1111,2.0,1.125,1.0,1.0,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Mridul Akolkar,0.5556,1.5,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.4659,1.7387
Bhumika Kochar,0.4444,0.5,0.375,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Shivam Mangla,0.3333,1.0,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Abdur Dahiya,0.3333,0.5,0.75,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Rituraj Barman,0.4444,1.5,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Shruti Mehta,0.5556,0.0,0.375,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Shikha Dubey,0.5556,1.0,0.75,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Divakar Ashraf,0.3333,0.0,0.375,0.0,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Narendra Deo,0.2222,1.5,1.125,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Krishan Jajoo,0.1111,1.0,0.75,0.75,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Devansh Rawat,0.4444,1.0,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Inderveer Kairati,0.4444,0.5,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Prateek Gangwal,0.5556,0.5,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Nirlipta Barai,0.3333,1.5,0.375,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Faizan Bhardwaj,0.3333,0.5,0.75,0.75,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Shalini Jafri,0.2222,1.5,1.125,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ashal Alwadhi,0.2222,1.5,0.75,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Sivaganesh Keshwani,0.5556,1.0,0.375,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,1.8
Pardhuman Tulshidas,0.4444,1.0,0.375,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Shivin Rawat,0.5556,0.0,0.375,0.25,0.3333,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Purvi Raza,0.3333,1.0,0.75,0.5,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Anchal Sarraf,0.3333,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Disha Rakhecha,0.5556,1.0,0.375,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Rajveer Ansari,0.5556,1.0,1.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Pallavi Rana,0.4444,1.5,0.0,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Yashovardhan Inavolu,0.1111,1.0,1.125,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Kausar Shrivas,0.2222,1.0,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Rishabh Kanchan,0.2222,0.5,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Hitesh Kalsi,0.2222,2.0,1.125,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Pragun Kamble,0.3333,1.5,0.375,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Ranjeeta Shrivastav,0.4444,1.0,1.125,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Chhavi Solanki,0.3333,1.0,0.375,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Varenyam Souza,0.0,0.5,1.125,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Babitarani Jain,0.5556,0.5,0.0,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Love Grover,0.5556,1.5,0.375,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Aayushi Chaurasiya,0.2222,1.0,0.75,0.75,0.0,1.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Hemlata Banothu,0.5556,1.0,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Deepa Giri,0.6667,1.0,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Anmol Sehgal,0.5556,0.5,1.125,0.5,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Sonal Gomashe,0.0,1.0,1.5,1.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Divyanshika Tibrewal,0.4444,2.0,0.75,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Rekha Ashraf,0.0,1.0,1.5,1.0,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Tanay Shukla,0.3333,2.0,0.375,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.4659,1.7387
Khalid Poddar,0.4444,1.0,1.125,1.0,1.0,1.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Akshit Chaurasia,0.0,0.5,1.125,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Bhavesh Wathore,0.5556,1.0,0.375,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Shikha Dasila,0.1111,1.5,0.75,1.0,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Anushi Sinha,0.2222,1.0,0.75,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Yusuf Virani,0.5556,1.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.5588,0.9
Kunal Azhar,0.5556,1.5,0.75,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Ankush Bhriguvanshi,0.4444,1.0,1.125,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Yukti Saraf,0.6667,1.0,0.75,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Vandita Mangla,0.5556,1.5,0.375,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.9,1.5588
Manaswini Jha,0.2222,1.0,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Manali Arora,0.3333,1.0,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Aashish Afsar,0.5556,1.0,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Vaibhav Kavi,0.2222,1.0,1.125,0.5,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.9,1.5588
Harshini Gurjar,0.3333,1.0,0.75,0.5,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Arnav Kanchapu,0.4444,0.5,0.375,0.5,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Arsalan Deshmukh,0.6667,1.0,0.0,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Ramandeep Talwar,0.4444,1.0,0.375,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Pranjal Rawat,0.2222,1.0,0.75,1.0,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Priyakanta Pandey,0.2222,1.0,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Kunal Prasad,0.4444,0.0,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Avinash Jaitley,0.1111,1.5,0.75,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Shakkil Nath,0.3333,1.5,0.375,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Tulshidas Dutt,0.5556,1.5,0.375,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Ashit Sivan,0.6667,1.5,0.375,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Bhanu Kidwai,0.5556,1.0,0.375,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Mamta Chowdhury,0.5556,0.5,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Meenal Dwevedi,0.3333,1.0,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Hartesh Subbapati,0.0,0.5,1.125,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Soudeep Raman,0.6667,2.0,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Riya Nischal,0.3333,1.5,1.125,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Raksha Barnwal,0.5556,1.0,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Sangeeth Wanve,0.2222,1.5,1.5,0.75,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Kaushambi Bhushan,0.1111,1.5,0.75,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Nitin Pundir,0.2222,1.5,1.125,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Nitya Gehlot,0.4444,2.0,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Akansha Shrivas,0.2222,2.0,1.125,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Aparsha Kushalappa,0.2222,1.0,1.125,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Soumya Mishra,0.3333,0.5,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.4659,1.7387
Aadil Rehman,0.0,0.5,1.5,1.0,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Nainika Sachan,0.5556,1.5,0.75,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Aayushi Fatima,0.5556,0.5,0.75,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Prajjwal Goel,0.3333,1.0,1.125,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Gurjot Waybhase,0.4444,1.5,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.6888,1.663
Anoop Theratipally,0.5556,2.0,0.375,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Anurag Varma,0.6667,1.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Vishal Mishra,0.4444,0.5,1.125,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Harshita Ahmed,0.0,1.0,0.375,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Manvendra Tomar,0.2222,1.0,1.125,0.75,0.6667,1.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Nargis Shenoy,0.4444,0.0,0.375,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.4659,1.7387
Mamta Bindal,0.4444,1.0,0.0,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Dhruva Awasthi,0.0,1.5,1.5,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Sreelakshmi Kotturu,0.3333,1.0,0.75,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Arunima Adhya,0.2222,1.5,0.75,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Tanish Magdum,0.4444,1.0,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Kaushiki Baranwal,0.2222,1.0,1.125,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Haider Rao,0.7778,1.5,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Uttam Sonker,0.2222,1.5,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Sangeeth Jushantan,0.3333,1.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.9,1.5588
Kavya Surabhi,0.6667,1.5,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Miren Sonker,0.4444,0.5,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Adarsh Athar,0.4444,1.0,0.75,0.5,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Pawan Navas,0.1111,1.0,0.75,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Nishu Bhaskar,0.2222,1.0,1.5,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Nidhi Kasaudhan,0.5556,1.5,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Manish Meharda,0.4444,1.0,1.125,0.75,0.6667,0.5,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Nihal Lamba,0.4444,1.5,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Yashwant Motwani,0.6667,1.5,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Brajesh Shokeen,0.2222,1.0,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Abhaysinha Ahmad,0.1111,1.0,0.375,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Satendra Arif,0.2222,1.5,0.375,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Aayush Varshney,0.4444,1.5,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Pragya Gadge,0.2222,1.0,0.375,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Aakash Bharadwaj,0.0,1.5,0.75,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
